1.30	0.22	-0.03		0.04	-0.03		
1.31	0.11	0.08		0.1	0.08		
1.32	-0.11	0.14		0.1	0.14		
1.33	-0.15	0.01		0.03	0.01		
1.34	0.39	0		0.17	0		
1.35	0.21	0.14		0.03	0.14		
1.36	0.03	0.19		0.01	0.19		
1.37	-0.13	0.17		0.02	0.17		
1.38	0.19	0.07		0.01	0.07		
1.39	0.18	0.05		-0.05	0.05		
1.40	0.14	0.05		0.02	0.05		
1.41	0	0.13		0	0.13		
1.42	0.03	0.03		-0.01	0.03		
1.43	0.02	0.03		0.07	0.03		
1.44	0.1	-0.01		0.04	-0.01		
1.45	0.01	0.09		-0.02	0.09		
1.46	0.12	0.08		-0.02	0.08		
1.47	0.12	0.07		0.01	0.07		
1.48	-0.04	0.03		0.07	0.03		
1.49	0.15	0.04		0.06	0.04		
1.50	0.1	-0.02		0.01	-0.02		
1.51	0.06	0.05		0.02	0.05		
1.52	0.07	-0.03		0.07	-0.03		
1.53	-0.04	-0.01		0.01	-0.01		
1.54	0.1	0.02		-0.01	0.02		
1.55	0.03	0.02		0.02	0.02		
1.56	0.02	0.03		0.03	0.03		
1.57	0.04	0.08		-0.02	0.08		
1.58	-0.01	0.08		0	0.08		
1.59	0.05	0.05		-0.01	0.05		
1.60	0.1	0.12		0.01	0.12		
1.61	0.04	0.01		0.01	0.01		
1.62	-0.08	0.05		0.03	0.05		
1.63	0.01	0.03		0.02	0.03		
1.64	0.08	0.01		0	0.01		
1.65	0.05	0.02		0.02	0.02		
1.66	0	0.06		0.02	0.06		
1.67	0.1	0.03		0.03	0.03		
1.68	0.06	-0.02		0	-0.02		
1.69	0.08	0.04		0.03	0.04		
1.70	0.11	0.03		0.03	0.03		
1.71	0.06	0.01		0.01	0.01		
1.72	0	0.03		-0.01	0.03		
1.73	0.04	0.04		0.01	0.04		
1.74	0.07	0.04		0.01	0.04		
1.75	0.03	0.02		0	0.02		
1.76	0.01	0.01		-0.01	0.01		
1.77	0.08	0.03		0	0.03		
1.78	0.02	0		-0.01	0		
1.79	0.11	-0.02		0	-0.02		
1.80	0.04	0		0.01	0		
1.81	0.08	-0.01		0.02	-0.01		
1.82	0.06	0.01		0	0.01		
1.83	0.09	-0.01		0	-0.01		
1.84	0.03	0		0.03	0		
1.85	0.06	0.02		0.01	0.02		
1.86	-0.03	0.03		0	0.03		
1.87	0.07	0.03		-0.01	0.03		
1.88	0.04	0.02		0.01	0.02		
1.89	-0.04	0.02		0	0.02		
1.90	0.01	-0.01		0.01	-0.01		
1.91	0.05	0.04		0.01	0.04		
1.92	0.01	0.04		0.01	0.04		
1.93	0.06	0.04		0	0.04		
1.94	0.04	0.02		0.02	0.02		
1.95	0	0.04		0	0.04		
1.96	-0.03	0.04		-0.01	0.04		
1.97	0.03	0.03		0	0.03		
1.98	0.03	0.03		0.01	0.03		
1.99	0.04	0.04		-0.01	0.04		
2.00	0.01	0.02		0	0.02		
2.01	0.02	0.05		0.01	0.05		
2.02	-0.04	0.04		0	0.04		
2.03	0.03	0.02		0	0.02		
2.04	0	0.02		0.01	0.02		
2.05	0.04	0.01		0	0.01		
2.06	0	0.01		0	0.01		
2.07	0.02	0.02		0	0.02		
2.08	-0.01	0.03		0.01	0.03		
2.09	-0.02	0.02		0.01	0.02		
2.10	0.03	0.01		0.01	0.01		
2.11	0.03	0.01		0	0.01		
2.12	0.01	0.01		0.02	0.01		
2.13	0.05	0.01		0.02	0.01		
2.14	0	0.01		0.02	0.01		
2.15	-0.01	0.01		0.01	0.01		
2.16	0.01	0.01		0.02	0.01		
2.17	0.01	0		0.01	0		
2.18	0.03	0		0.02	0		
