 500  1
 501  1
 502  1
 503  1
 504  1
 505  1
 506  1
 507  1
 508  1
 509  1
 510  1
 511  1
 512  1
 513  1
 514  1
 515  1
 516  1
 517  1
 518  1
 519  1
 520  1
 521  1
 522  1
 523  1
 524  1
 525  1
 526  1
 527  1
 528  1
 529  1
 530  1
 531  1
 532  1
 533  1
 534  1
 535  1
 536  1
 537  1
 538  1
 539  1
 540  1
 541  1
 542  1
 543  1
 544  1
 545  1
 546  1
 547  1
 548  1
 549  1
 550  1
 551  1
 552  1
 553  1
 554  1
 555  1
 556  1
 557  1
 558  1
 559  1
 560  1
 561  1
 562  1
 563  1
 564  1
 565  1
 566  1
 567  1
 568  1
 569  1
 570  1
 571  1
 572  1
 573  1
 574  1
 575  1
 576  1
 577  1
 578  1
 579  1
 580  1
 581  1
 582  1
 583  1
 584  1
 585  1
 586  1
 587  1
 588  1
 589  1
 590  1
 591  1
 592  1
 593  1
 594  1
 595  1
 596  1
 597  1
 598  1
 599  1
 600  1
 601  1
 602  1
 603  1
 604  1
 605  1
 606  1
 607  1
 608  1
 609  1
 610  1
 611  1
 612  1
 613  1
 614  1
 615  1
 616  1
 617  1
 618  1
 619  1
 620  1
 621  1
 622  1
 623  1
 624  1
 625  1
 626  1
 627  1
 628  1
 629  1
 630  1
 631  1
 632  1
 633  1
 634  1
 635  1
 636  1
 637  1
 638  1
 639  1
 640  1
 641  1
 642  1
 643  1
 644  1
 645  1
 646  1
 647  1
 648  1
 649  1
 650  1
 651  1
 652  1
 653  1
 654  1
 655  1
 656  1
 657  1
 658  1
 659  1
 660  1
 661  1
 662  1
 663  1
 664  1
 665  1
 666  1
 667  1
 668  1
 669  1
 670  1
 671  1
 672  1
 673  1
 674  1
 675  1
 676  1
 677  1
 678  1
 679  1
 680  1
 681  1
 682  1
 683  1
 684  1
 685  1
 686  1
 687  1
 688  1
 689  1
 690  1
 691  1
 692  1
 693  1
 694  1
 695  1
 696  1
 697  1
 698  1
 699  1
 700  1
 701  1
 702  1
 703  1
 704  1
 705  1
 706  1
 707  1
 708  1
 709  1
 710  1
 711  1
 712  1
 713  1
 714  1
 715  1
 716  1
 717  1
 718  1
 719  1
 720  1
 721  1
 722  1
 723  1
 724  1
 725  1
 726  1
 727  1
 728  1
 729  1
 730  1
 731  1
 732  1
 733  1
 734  1
 735  1
 736  1
 737  1
 738  1
 739  1
 740  1
 741  1
 742  1
 743  1
 744  1
 745  1
 746  1
 747  1
 748  1
 749  1
 750  1
 751  1
 752  1
 753  1
 754  1
 755  1
 756  1
 757  1
 758  1
 759  1
 760  1
 761  1
 762  1
 763  1
 764  1
 765  1
 766  1
 767  1
 768  1
 769  1
 770  1
 771  1
 772  1
 773  1
 774  1
 775  1
 776  1
 777  1
 778  1
 779  1
 780  1
 781  1
 782  1
 783  1
 784  1
 785  1
 786  1
 787  1
 788  1
 789  1
 790  1
 791  1
 792  1
 793  1
 794  1
 795  1
 796  1
 797  1
 798  1
 799  1
800 0.994632
801 0.99459
802 0.998841
803 0.996277
804 0.998074
805 0.999161
806 0.999514
807 0.999412
808 0.999135
809 0.999236
810 0.997385
811 0.996951
812 0.996978
813 0.996398
814 0.99364
815 0.974535
816 0.977919
817 0.972949
818 0.927891
819 0.965045
820 0.954734
821 0.998239
822 0.982878
823 0.889626
824 0.991432
825 0.999162
826 0.972542
827 0.999058
828 0.980129
829 0.960856
830 0.996437
831 0.99531
832 0.980352
833 0.994261
834 0.989658
835 0.996749
836 0.994044
837 0.996402
838 0.996917
839 0.9981
840 0.998872
841 0.99736
842 0.997936
843 0.999488
844 0.998317
845 0.999793
846 0.999871
847 0.999964
848 0.999465
849 0.999256
850 0.999641
851 0.999785
852 0.99961
853 0.99979
854 0.999737
855 0.999796
856 0.999879
857 0.999999
858 0.999993
859 0.999938
860 1
861 0.999993
862 1
863 0.999982
864 0.999998
865 1
866 1
867 1
868 1
869 1
870 1
871 1
872 1
873 1
874 1
875 1
876 1
877 1
878 0.999982
879 0.99997
880 0.999985
881 0.999998
882 0.999897
883 0.999997
884 0.999798
885 0.999912
886 0.998232
887 0.999466
888 0.998936
889 1
890 0.999189
891 0.999279
892 0.99714
893 0.996915
894 0.9991
895 0.988471
896 0.988821
897 0.979829
898 0.989844
899 0.888218
900 0.991505
901 0.95712
902 0.911276
903 0.962731
904 0.998013
905 0.993221
906 0.997641
907 0.952552
908 0.982401
909 0.937311
910 0.974884
911 0.935635
912 0.930204
913 0.96468
914 0.921306
915 0.991282
916 0.95031
917 0.979891
918 0.960791
919 0.991968
920 0.9826
921 0.984569
922 0.971739
923 0.993512
924 0.981017
925 0.983161
926 0.993603
927 0.995246
928 0.952443
929 0.956439
930 0.923463
931 0.861255
932 0.725106
933 0.832262
934 0.7964
935 0.876825
